t=,3600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,43200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,46800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,50400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,54000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,57600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,61200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,64800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,68400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,72000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,75600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,79200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,82800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,86400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,90000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,93600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,97200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,100800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,104400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,108000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,111600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,115200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,118800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,122400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,126000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,129600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,133200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,136800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,140400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,144000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,147600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,151200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,154800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,158400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,162000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,165600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,169200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,172800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,176400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,180000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,183600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,187200, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,190800, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,194400, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,198000, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,201600, id=,B04, PRJADE, mu_F,=1.000000, id=,B05, PRJADE, mu_F,=1.000000, id=,B06, PRJADE, mu_F,=1.000000, id=,B08, PRJADE, mu_F,=1.000000, id=,B09, PRJADE, mu_F,=1.000000, id=,S01, PRJADE, mu_F,=1.000000, id=,S03, PRJADE, mu_F,=1.000000, id=,S04, PRJADE, mu_F,=1.000000, id=,S05, PRJADE, mu_F,=1.000000, id=,S06, PRJADE, mu_F,=1.000000, 
t=,205200, id=,B04, PRJADE, mu_F,=0.985442, id=,B05, PRJADE, mu_F,=1.028525, id=,B06, PRJADE, mu_F,=1.010757, id=,B08, PRJADE, mu_F,=1.040496, id=,B09, PRJADE, mu_F,=1.027599, id=,S01, PRJADE, mu_F,=1.051177, id=,S03, PRJADE, mu_F,=1.007010, id=,S04, PRJADE, mu_F,=0.993017, id=,S05, PRJADE, mu_F,=1.030900, id=,S06, PRJADE, mu_F,=1.043535, 
